SMILES,IC50
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCn6nc(C(=O)NC)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCn6nc(CO)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC(O)CC5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC(NS(N)(=O)=O)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCc6nn(C(=O)N(C)C)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCn6nc(C(=O)N7CCOCC7)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCn6nc(C(=O)N7CCCC7)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCn6nc(C(=O)N(C)CC)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(C5)NC(=O)NC6=O)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCOC[C@@](C)(O)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(NCC5CC(=O)NC5=O)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(NCC(N)CC(=O)O)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(NCCC5CCC(=O)N5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(NCc5cc(C(N)=O)nn5C)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CC(O)CC5C6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCOCC(CO)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(O)C6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCn6nc(N)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(C5)NC(=O)NC6=O)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CC1(O)COCCN(c2nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Br)c45)ncc23)C1,2.0
Oc1cc(-c2ncc3c(N4CC5CC(O)C(C5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Br)c(F)ccc2c1,2.0
O=C1NC(=O)C2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccc(F)c(Br)c56)ncc34)CC12,2.0
O=C1CC2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccc(F)c(Br)c56)ncc34)C2)N1,2.0
Oc1cc(-c2ncc3c(N4CCCC5(CC(O)C5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Br)c(F)ccc2c1,2.0
Nc1cc2n(n1)CCCN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Br)c45)ncc13)C2,2.0
Oc1cc(-c2ncc3c(N4CCCC5(CNSN5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Br)c(F)ccc2c1,2.0
CN(C)C(=O)c1cc2n(n1)CCCN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Br)c45)ncc13)C2,2.0
O=C1NC(=O)[C@]2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccc(F)c(Cl)c56)ncc34)C2)N1,2.0
NS(=O)(=O)CC1CCCN(c2nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Cl)c45)ncc23)C1,2.0
O=C1C[C@]2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccc(F)c(Cl)c56)ncc34)C2)N1,2.0
C[C@@]1(O)CCCN(c2nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Cl)c45)ncc23)C1,2.0
O=C1NC(=O)C2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccc(F)c(Cl)c56)ncc34)CC12,2.0
Oc1cc(-c2ncc3c(N4CCCC5(CC(O)C5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Cl)c(F)ccc2c1,2.0
Nc1cc2n(n1)CCCN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Cl)c45)ncc13)C2,2.0
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCSC6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
