ID,SMILES,Kd,IC50,erk_IC50
azaq_402,Oc1cc(-c2ncc3c(N4CC5CC(O)C(C5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Br)c(F)ccc2c1,,2.0,
azaq_404,O=C1NC(=O)C2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccc(F)c(Br)c56)ncc34)CC12,,2.0,
azaq_405,O=C1CC2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccc(F)c(Br)c56)ncc34)C2)N1,,2.0,
azaq_407,Oc1cc(-c2ncc3c(N4CCCC5(CC(O)C5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Br)c(F)ccc2c1,,2.0,
azaq_408,Nc1cc2n(n1)CCCN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Br)c45)ncc13)C2,,2.0,
azaq_411,Oc1cc(-c2ncc3c(N4CCCC5(CNSN5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Br)c(F)ccc2c1,,2.0,
azaq_412,CN(C)C(=O)c1cc2n(n1)CCCN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Br)c45)ncc13)C2,,2.0,
azaq_413,O=C1NC(=O)[C@]2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccc(F)c(Cl)c56)ncc34)C2)N1,,2.0,
azaq_414,NS(=O)(=O)CC1CCCN(c2nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Cl)c45)ncc23)C1,,2.0,
azaq_416,O=C1C[C@]2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccc(F)c(Cl)c56)ncc34)C2)N1,,2.0,
azaq_418,C[C@@]1(O)CCCN(c2nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Cl)c45)ncc23)C1,,2.0,
azaq_423,O=C1NC(=O)C2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccc(F)c(Cl)c56)ncc34)CC12,,2.0,
azaq_425,Oc1cc(-c2ncc3c(N4CCCC5(CC(O)C5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Cl)c(F)ccc2c1,,2.0,
azaq_426,Nc1cc2n(n1)CCCN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(Cl)c45)ncc13)C2,,2.0,
azaq_476,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCSC6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
azaq_478,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(COC(=O)N6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
azaq_482,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6C(=O)NC(=O)C6(C)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
azaq_490,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5C[C@H](O)CC[C@@H](O)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
azaq_5,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCC[C@@](C)(O)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,9.0
azaq_504,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCn6nc(C(=O)N(C)C)c(Cl)c6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
azaq_505,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCn6nc(C(=O)N(C)C)c(F)c6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
azaq_506,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCn6nc(C(=O)NCCO)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
azaq_507,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCS(=O)(=O)C6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
azaq_513,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(=O)N6)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
azaq_514,C[C@@]1(O)CCCN(c2nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4cc(O)cc5ccc(F)c(F)c45)ncc23)C1,,2.0,
azaq_518,O=C1CC2(CCCN(c3nc(OCC45CCCN4CCC5)nc4c(F)c(-c5cc(O)cc(Cl)c5C5CC5)ncc34)C2)N1,,2.0,
azaq_519,O=C1NC(=O)C2CN(c3nc(OCC45CCCN4CCC5)nc4c(F)c(-c5cc(O)cc(Cl)c5C5CC5)ncc34)CC12,,2.0,
azaq_57,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(=O)N6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,82.0
azaq_60,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(NCC5CNC(=O)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,3892.0
azaq_7,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCCC5)nc(OC[C@@]56CCCN5C[C@H](O)C6)nc4c3F)c12,,2.0,802.0
azaq_74,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCOCC(CO)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,72.0
azaq_82,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CC(O)C(C6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,18.0
quina_10,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCC[C@@](C)(O)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_100,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCn6nc(C(=O)N(C)C)cc6C5)nc(OC[C@]56CCCN5[C@H](COC(=O)N(C)C)CC6)nc4c3F)c12,,2.0,
quina_102,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCC6(CNC(=O)N6)C5)nc(OC[C@]56CCCN5[C@H](COC(=O)N(C)C)CC6)nc4c3F)c12,,2.0,
quina_103,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCOCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_106,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCn6nc(C(=O)N7CCN(C)CC7)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_107,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCn6nc(C(=O)N(C)C7CC7)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_113,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCn6nc(C(=O)N(C)C)cc6C5)nc(OCC56CCCN5C/C(=C\F)C6)nc4c3F)c12,,2.0,
quina_114,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCC[C@@](C)(O)C5)nc(OCC56CCCN5C/C(=C\F)C6)nc4c3F)c12,,2.0,
quina_124A,Cc1cc2c(N3CCC[C@@](C)(O)C3)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c(F)c1-c1ccc(F)c2sc(N)c(C#N)c12,,2.0,
quina_128,N#Cc1c(N)sc2c(F)ccc(-c3c(Cl)cc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_13,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCC[C@@](C)(O)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_131,N#Cc1c(N)sc2c(F)ccc(-c3c(Cl)cc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5C/C(=C\F)C6)nc4c3F)c12,,2.0,
quina_132,N#Cc1c(N)sc2c(F)ccc(-c3c(Cl)cc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CC(=C(F)F)C6)nc4c3F)c12,,2.0,
quina_133,N#Cc1c(N)sc2cccc(-c3c(Cl)cc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_135,C=C1CN2CC(=C)CC2(COc2nc(N3C[C@H]4CC[C@@H](C3)N4)c3cc(Cl)c(-c4ccc(F)c5sc(N)c(C#N)c45)c(F)c3n2)C1,,2.0,
quina_136B,CN(C)C(=O)c1cc2n(n1)CCCN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4ccc(F)c5sc(N)c(C#N)c45)c(Cl)cc13)C2,,2.0,
quina_137,Cc1cc2c(N3CCCn4nc(C(=O)N(C)C)cc4C3)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c(F)c1-c1ccc(F)c2sc(N)c(C#N)c12,,2.0,
quina_139,Cc1cc2c(N3CCOC[C@@](C)(O)C3)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c(F)c1-c1ccc(F)c2sc(N)c(C#N)c12,,2.0,
quina_148,CN(C)C(=O)c1nn2c(c1Cl)CN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4ccc(F)c5sc(N)c(C#N)c45)c(Cl)cc13)CCC2,,2.0,
quina_15,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCOC[C@@](C)(O)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_151,N#Cc1c(N)sc2c(F)ccc(-c3c(Cl)cc4c(N5CCCn6nc(N)c(Cl)c6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_153,C[C@@]1(O)COCCN(c2nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c(F)c(-c4ccc(F)c5sc(N)c(C#N)c45)c(Cl)cc23)C1,,2.0,
quina_16,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CC6C(=O)NC(=O)C6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_17,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCC6(CC(=O)N6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_2,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCC[C@@](C)(O)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_23,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCn6nc(C(=O)N(C)C)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_25,CCc1c(F)ccc2cc(O)cc(-c3c(Cl)cc4c(N5CCCn6nc(C(=O)N(C)C)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_26,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCC[C@@](C)(O)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_3,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CC6C(=O)NC(=O)C6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_36,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCC6(CNC(=O)N6)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_37,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCC6(CNS(=O)(=O)N6)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_39,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CC6C(=O)NC(=O)C6C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_41,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCn6nc(C(=O)N(C)C)cc6C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_42,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCOCC(C)(O)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_44,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCn6nncc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_48,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCC[C@@](C)(O)C5)nc(OCC56CCCN5CCC6)nc4c3F)c12,,2.0,
quina_5,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCC6(CNC(=O)N6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_50,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCC6(CNS(=O)(=O)N6)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_51,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCC6(CC(=O)N6)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_52,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CC6C(=O)NC(=O)C6C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_54,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCC6(C5)NC(=O)NC6=O)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_55,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCn6nc(C(=O)N(C)C)cc6C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_56,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCOCC(C)(O)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_58,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCn6nc(C(=O)N7CCCC7)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_61,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCn6nncc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_62,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCC6(CC(=O)NC6=O)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_7,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCC6(C5)NC(=O)NC6=O)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_73,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCn6nc(C(=O)N7CCOCC7)c(Cl)c6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_74,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCn6nc(C(=O)N(C)C)c(Cl)c6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_75,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCn6nc(C(=O)N(C)C)c(C)c6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_76,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCn6nc(C(=O)N7CCN(C)CC7)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_79,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCn6nc(C(=O)N7CCOCC7)c(Cl)c6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_80,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCn6nc(C(=O)N(C)C)c(C)c6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_81,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCn6nc(C(=O)NC)c(C)c6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_82,CCc1c(F)ccc2cc(O)cc(-c3c(F)cc4c(N5CCCC6(CCO6)C5)nc(OCC5(CN(C)C)CC5)nc4c3F)c12,,2.0,
quina_9,CCc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CCCn6nc(C(=O)N(C)C)cc6C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,,2.0,
quina_93,O=C1NCC2(CCCN(c3nc(OCC45CCCN4CCC5)nc4c(F)c(-c5cc(O)cc(Cl)c5C5CC5)c(F)cc34)C2)N1,,2.0,
tetra_1,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OCC56CCCN5CCC6)nc4N4CCC[C@@](C)(O)C4)C3)c12,,2.0,398.0
tetra_178,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCn5nncc5C4)C3)c12,,2.0,
tetra_18,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCn5nc(N)cc5C4)C3)c12,,2.0,182.0
tetra_181,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCc5nc(N)sc5C4)C3)c12,,2.0,
tetra_186,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4C[C@H](O)C[C@@H](C(N)=O)C4)C3)c12,,2.0,
tetra_188,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCn5nc(C(=O)NC(C)C)cc5C4)C3)c12,,2.0,
tetra_189,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCn5nc(C(=O)N(C)C)c(C)c5C4)C3)c12,,2.0,
tetra_190,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCn5nc(C(=O)N(C)C)c(F)c5C4)C3)c12,,2.0,
tetra_191,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCn5nc(C(=O)N6CCCC6)cc5C4)C3)c12,,2.0,
tetra_192,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCn5nc(C(=O)N(C)C)c(Cl)c5C4)C3)c12,,2.0,
tetra_193,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCn5nc(C(=O)N6CCOCC6)cc5C4)C3)c12,,2.0,
tetra_194,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCc5nn(C(=O)N(C)C)cc5C4)C3)c12,,2.0,
tetra_196,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCC[C@]5(C4)NC(=O)NC5=O)C3)c12,,2.0,
tetra_197,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCC5(CNC(=O)C5)C4)C3)c12,,2.0,
tetra_198,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@H]5CCCN5C)nc4N4CCCn5nc(C(=O)N(C)C)cc5C4)C3)c12,,2.0,
tetra_199,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OCC5(CN(C)C)CC5)nc4N4CCC[C@@](C)(O)C4)C3)c12,,2.0,
tetra_2,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCC[C@@](C)(O)C4)C3)c12,,2.0,280.0
tetra_20,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCOCC(C)(O)C4)C3)c12,,2.0,
tetra_200,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OCC5(CN(C)C)CC5)nc4N4C[C@@H]5C(=O)NC(=O)[C@@H]5C4)C3)c12,,2.0,
tetra_201,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OCC5(CN(C)C)CC5)nc4N4CCCC5(C4)NC(=O)NC5=O)C3)c12,,2.0,
tetra_203,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OCC5(CN(C)C)CC5)nc4N4CCCn5nc(C(=O)N(C)C)cc5C4)C3)c12,,2.0,
tetra_21,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCC5(CC(=O)N5)C4)C3)c12,,2.0,204.0
tetra_212,Nc1cc2n(n1)CCCN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c1CCN(c1cc(O)cc4ccc(F)c(Br)c14)C3)C2,,2.0,
tetra_216,O=C1NCC2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c3CCN(c3cc(O)cc5ccc(F)c(Br)c35)C4)C2)N1,,2.0,
tetra_217,O=C1NC(=O)C2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c3CCN(c3cc(O)cc5ccc(F)c(Br)c35)C4)C2)N1,,2.0,
tetra_218,CN(C)C(=O)c1cc2n(n1)CCCN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c1CCN(c1cc(O)cc4ccc(F)c(Br)c14)C3)C2,,2.0,
tetra_220,OCC1COCCN(c2nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c2CCN(c2cc(O)cc4ccc(F)c(Br)c24)C3)C1,,2.0,
tetra_222,C[C@@]1(O)CCCN(c2nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c2CCN(c2cc(O)cc4ccc(F)c(Br)c24)C3)C1,,2.0,
tetra_223,O=C1CC2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c3CCN(c3cc(O)cc5ccc(F)c(Br)c35)C4)C2)N1,,2.0,
tetra_224,Oc1cc(N2CCc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3N3CCCC4(CC(O)C4)C3)C2)c2c(Br)c(F)ccc2c1,,2.0,
tetra_226,O=C1NC(=O)C2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c3CCN(c3cc(O)cc5ccc(F)c(Br)c35)C4)CC12,,2.0,
tetra_228,O=C1NCC2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c3CCN(c3cc(O)cc5ccc(F)c(Cl)c35)C4)C2)N1,,2.0,
tetra_229,CN(C)C(=O)c1cc2n(n1)CCCN(c1nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c1CCN(c1cc(O)cc4ccc(F)c(Cl)c14)C3)C2,,2.0,
tetra_232,O=C1NC(=O)C2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c3CCN(c3cc(O)cc5ccc(F)c(Cl)c35)C4)CC12,,2.0,
tetra_24,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CC5C(=O)NC(=O)C5C4)C3)c12,,2.0,25.0
tetra_27,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCC(O)C4)C3)c12,,2.0,808.0
tetra_28,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCCC(S(C)(=O)=O)C4)C3)c12,,2.0,1007.0
tetra_29,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCOCC(O)C4)C3)c12,,2.0,509.0
tetra_30,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCC(O)CC4)C3)c12,,2.0,447.0
tetra_32,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCC(O)(C(F)F)C4)C3)c12,,2.0,624.0
tetra_34,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCn5nc(CO)cc5C4)C3)c12,,2.0,258.0
tetra_38,CCc1cccc2cccc(N3CCc4c(nc(OCC56CCCN5CCC6)nc4N4CCCCC(CO)C4)C3)c12,,2.0,
tetra_59,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCC5(C4)NC(=O)NC5=O)C3)c12,,2.0,44.0
tetra_60,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCC5(CC(O)C5)C4)C3)c12,,2.0,
tetra_62,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCC5(CNC(=O)N5)C4)C3)c12,,2.0,
tetra_64,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCC5(CNC5=O)C4)C3)c12,,2.0,
tetra_66,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4N4CCCn5nc(C(=O)N(C)C)cc5C4)C3)c12,,2.0,
tetra_68,C[C@@]1(O)CCCN(c2nc(OC[C@@]34CCCN3C[C@H](F)C4)nc3c2CCN(c2cc(O)cc4ccc(F)c(Cl)c24)C3)C1,,2.0,
tetra_69,O=C1NC(=O)C2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c3CCN(c3cc(O)cc5ccc(F)c(Cl)c35)C4)C2)N1,,2.0,
tetra_70,O=C1CC2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c3CCN(c3cc(O)cc5ccc(F)c(Cl)c35)C4)C2)N1,,2.0,
tetra_72,O=S1(=O)NCC2(CCCN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c3CCN(c3cc(O)cc5ccc(F)c(Cl)c35)C4)C2)N1,,2.0,
